Age,EdLevel,YearsCode,Country,Currency,LanguageHaveWorkedWith,Industry,OrgSize
18-24,Bachelor’s degree,4,India,INR	Indian rupee,Bash/Shell (all shells);HTML/CSS;Java;PowerShell;SQL,Software Development,2 to 9 employees
35-44,Bachelor’s degree,4,Kyrgyzstan,KGS	Kyrgyzstani som,Java;Kotlin;Python;Swift,Retail and Consumer Services,10 to 19 employees
25-34,Master’s degree,8,France,EUR European Euro,Elixir;HTML/CSS;JavaScript,Software Development,20 to 99 employees
45-54,Professional degree,40,USA,USD	United States dollar,Python,Banking/Financial Services,"10,000 or more employees"
25-34,Master’s degree,12,Netherlands,EUR European Euro,Bash/Shell (all shells);HTML/CSS;Java;JavaScript;Kotlin;Python;Rust;TypeScript,Software Development,20 to 99 employees
25-34,Master’s degree,12,Ukraine,USD	United States dollar,C++;Go;Python,Software Development,100 to 499 employees
25-34,Master’s degree,17,Germany,EUR European Euro,Bash/Shell (all shells);Go;Python;TypeScript,Software Development,"1,000 to 4,999 employees"
25-34,Secondary school,9,USA,USD	United States dollar,Bash/Shell (all shells);JavaScript;Python,Software Development,10 to 19 employees
25-34,Bachelor’s degree,5,Brazil,BRL	Brazilian real,Python;SQL,Retail and Consumer Services,"1,000 to 4,999 employees"
25-34,Bachelor’s degree,10,USA,USD	United States dollar,Bash/Shell (all shells);Objective-C;Swift,Software Development,100 to 499 employees
55-64,Master’s degree,38,Finland,EUR European Euro,Bash/Shell (all shells);C++;Python,Manufacturing,100 to 499 employees
25-34,Bachelor’s degree,7,Taiwan,TWD	New Taiwan dollar,Java;JavaScript,Software Development,100 to 499 employees
35-44,Bachelor’s degree,4,Portugal,EUR European Euro,Bash/Shell (all shells);HTML/CSS;JavaScript;Ruby;SQL,Insurance,100 to 499 employees
25-34,Master’s degree,2,Ukraine,UAH	Ukrainian hryvnia,HTML/CSS;JavaScript;TypeScript,Software Development,20 to 99 employees
35-44,Professional degree,17,UK and Northern Ireland,GBP	Pound sterling,Bash/Shell (all shells);HTML/CSS;Java;JavaScript;Kotlin;SQL;TypeScript,Energy,20 to 99 employees
35-44,Master’s degree,19,Ukraine,UAH	Ukrainian hryvnia,Bash/Shell (all shells);HTML/CSS;SQL,Software Development,"5,000 to 9,999 employees"
25-34,Master’s degree,7,Tunisia,TND	Tunisian dinar,Bash/Shell (all shells);C#;HTML/CSS;JavaScript;PowerShell;SQL;TypeScript,Software Development,2 to 9 employees
18-24,Bachelor’s degree,8,Indonesia,IDR	Indonesian rupiah,Bash/Shell (all shells);C;C++;Dart;HTML/CSS;Java;JavaScript;Kotlin;PHP;Python;SQL;TypeScript,Software Development,10 to 19 employees
55-64,Bachelor’s degree,45,UK and Northern Ireland,GBP	Pound sterling,Python;SQL;VBA,Computer Systems Design and Services,"5,000 to 9,999 employees"
25-34,Attended college but no degree,6,France,EUR European Euro,Bash/Shell (all shells);HTML/CSS;JavaScript;PHP;SQL,Software Development,2 to 9 employees
25-34,Master’s degree,4,Ireland,EUR European Euro,HTML/CSS;JavaScript;TypeScript,Insurance,10 to 19 employees
35-44,Professional degree,20,USA,USD	United States dollar,C#;Fortran;HTML/CSS;Java;JavaScript;PHP;Python;SQL;TypeScript;Visual Basic (.Net),Higher Education,"1,000 to 4,999 employees"
25-34,Attended college but no degree,4,Pakistan,PKR	Pakistani rupee,C;HTML/CSS;JavaScript;Python;SQL,Software Development,2 to 9 employees
18-24,Primary/elementary school,1,India,INR	Indian rupee,Ada;Assembly;C;C#;C++;Dart;HTML/CSS;Java;JavaScript,"Internet, Telecomm or Information Services",100 to 499 employees
45-54,Bachelor’s degree,25,Argentina,USD	United States dollar,Go;HTML/CSS;JavaScript;Lua;PHP;SQL,Government,500 to 999 employees
25-34,Bachelor’s degree,7,Spain,EUR European Euro,Bash/Shell (all shells);C;C++;Fortran;Python,Software Development,10 to 19 employees
45-54,Master’s degree,30,South Africa,ZAR	South African rand,Bash/Shell (all shells);Go;HTML/CSS;JavaScript;Lua;Python;R;SQL;TypeScript,Computer Systems Design and Services,10 to 19 employees
25-34,Master’s degree,4,Canada,CAD	Canadian dollar,JavaScript;Kotlin;TypeScript,Software Development,100 to 499 employees
18-24,Bachelor’s degree,4,Ukraine,USD	United States dollar,Bash/Shell (all shells);C++;Groovy;JavaScript;PowerShell;Python;Solidity;SQL,Healthcare,20 to 99 employees
35-44,Bachelor’s degree,21,Guatemala,GTQ	Guatemalan quetzal,C#;Dart;JavaScript;Rust;SQL,Fintech,100 to 499 employees
25-34,Bachelor’s degree,7,USA,USD	United States dollar,C++;JavaScript;PHP;Python;SQL;VBA;Visual Basic (.Net),Software Development,10 to 19 employees
35-44,Bachelor’s degree,10,USA,UGX	Ugandan shilling,R;SQL,Healthcare,"10,000 or more employees"
25-34,Bachelor’s degree,10,Italy,EUR European Euro,Java;Kotlin;SQL,Fintech,100 to 499 employees
25-34,Master’s degree,6,India,INR	Indian rupee,C#;HTML/CSS;Java,Software Development,20 to 99 employees
25-34,Bachelor’s degree,21,UK and Northern Ireland,GBP	Pound sterling,Bash/Shell (all shells);C#;HTML/CSS;JavaScript;PowerShell;SQL,Software Development,100 to 499 employees
18-24,Bachelor’s degree,7,Ukraine,UAH	Ukrainian hryvnia,C#;HTML/CSS;JavaScript;Python;SQL;TypeScript,Software Development,"5,000 to 9,999 employees"
45-54,Bachelor’s degree,33,UK and Northern Ireland,GBP	Pound sterling,C#;JavaScript;Python;SQL,Software Development,2 to 9 employees
35-44,Bachelor’s degree,16,India,INR	Indian rupee,Crystal;Go;Julia;Ruby;Rust;SQL,Retail and Consumer Services,100 to 499 employees
18-24,Bachelor’s degree,6,India,INR	Indian rupee,Bash/Shell (all shells);C#;C++;Elixir;HTML/CSS;JavaScript;Lisp;PowerShell;SQL;TypeScript,Software Development,100 to 499 employees
25-34,Master’s degree,15,Austria,EUR European Euro,Bash/Shell (all shells);C;Go;Java;JavaScript;Kotlin;Python;SQL;TypeScript,Retail and Consumer Services,500 to 999 employees
25-34,Professional degree,6,Spain,EUR European Euro,C++;Go;HTML/CSS;Java;JavaScript;PHP;Python;Ruby;SQL;TypeScript,Retail and Consumer Services,"10,000 or more employees"
25-34,Bachelor’s degree,14,Colombia,COP	Colombian peso,C;C++;HTML/CSS;Java;JavaScript;MATLAB;MicroPython;PowerShell;Python;SQL;TypeScript,"Transportation, or Supply Chain","1,000 to 4,999 employees"
35-44,Master’s degree,17,USA,USD	United States dollar,Bash/Shell (all shells);C#;JavaScript;PowerShell;Python;SQL;TypeScript,Healthcare,"10,000 or more employees"
25-34,Master’s degree,15,Czech Republic,CZK	Czech koruna,C#;F#,Software Development,"10,000 or more employees"
25-34,Master’s degree,10,Ukraine,UAH	Ukrainian hryvnia,Python,Media & Advertising Services,100 to 499 employees
25-34,Bachelor’s degree,6,USA,USD	United States dollar,C;C++;Java;Python;R;SQL,Banking/Financial Services,"10,000 or more employees"
25-34,Attended college but no degree,4,USA,USD	United States dollar,C#;HTML/CSS;JavaScript;PHP;PowerShell;SQL;Visual Basic (.Net),Manufacturing,"1,000 to 4,999 employees"
25-34,Attended college but no degree,2,UK and Northern Ireland,GBP	Pound sterling,Bash/Shell (all shells);JavaScript;Ruby,Government,100 to 499 employees
35-44,Master’s degree,28,Thailand,THB	Thai baht,Bash/Shell (all shells);Java;Kotlin;Python;Scala;SQL,Software Development,"5,000 to 9,999 employees"
55-64,Bachelor’s degree,41,USA,USD	United States dollar,HTML/CSS;JavaScript;Python;SQL;TypeScript,Healthcare,"1,000 to 4,999 employees"
25-34,Master’s degree,16,Germany,EUR European Euro,C#;C++;Java,Software Development,"1,000 to 4,999 employees"
55-64,Master’s degree,45,USA,USD	United States dollar,Bash/Shell (all shells);C;C++;Rust,Fintech,20 to 99 employees
35-44,Attended college but no degree,22,UK and Northern Ireland,GBP	Pound sterling,Bash/Shell (all shells);C#;HTML/CSS;JavaScript;PowerShell;Ruby;SQL,Software Development,100 to 499 employees
18-24,Secondary school,8,Germany,EUR European Euro,HTML/CSS;JavaScript;SQL;Swift;TypeScript,Manufacturing,100 to 499 employees
25-34,Master’s degree,15,Italy,EUR European Euro,C++;Python,Healthcare,20 to 99 employees
18-24,Bachelor’s degree,6,Brazil,BRL	Brazilian real,C#;HTML/CSS;JavaScript;PHP;SQL,Software Development,20 to 99 employees
18-24,Bachelor’s degree,5,Philippines,PHP	Philippine peso,GDScript;HTML/CSS;Java;JavaScript;PHP;Python;SQL;TypeScript;Visual Basic (.Net),Software Development,Self-employed
35-44,Master’s degree,15,Austria,EUR European Euro,HTML/CSS;JavaScript;Python;SQL;TypeScript,Higher Education,10 to 19 employees
18-24,Bachelor’s degree,2,Ukraine,UAH	Ukrainian hryvnia,Bash/Shell (all shells);HTML/CSS;JavaScript;Python;SQL,Healthcare,10 to 19 employees
35-44,Master’s degree,14,Mexico,MXN	Mexican peso,Bash/Shell (all shells);HTML/CSS;JavaScript;PHP;Python;R;Rust;SQL;VBA,Government,100 to 499 employees
35-44,Master’s degree,16,Canada,CAD	Canadian dollar,Bash/Shell (all shells);Go;HTML/CSS;JavaScript;PHP;Python;TypeScript,Media & Advertising Services,10 to 19 employees
25-34,Bachelor’s degree,4,Ukraine,USD	United States dollar,Bash/Shell (all shells);Go;HTML/CSS;JavaScript;PHP;Python,Software Development,"10,000 or more employees"
25-34,Bachelor’s degree,7,Switzerland,CHF	Swiss franc,Elixir;Go;Lua;Python;SQL;TypeScript;Zig,Software Development,2 to 9 employees
35-44,Bachelor’s degree,15,Ireland,EUR European Euro,Bash/Shell (all shells);C#;HTML/CSS;JavaScript;PowerShell;TypeScript,Government,"10,000 or more employees"
18-24,Bachelor’s degree,6,Brazil,BRL	Brazilian real,Bash/Shell (all shells);JavaScript;TypeScript,Software Development,100 to 499 employees
25-34,Bachelor’s degree,12,Brazil,BRL	Brazilian real,Java;JavaScript;Kotlin;TypeScript,Software Development,"5,000 to 9,999 employees"
25-34,Bachelor’s degree,18,Brazil,BRL	Brazilian real,JavaScript;TypeScript,Software Development,2 to 9 employees
55-64,Bachelor’s degree,45,USA,USD	United States dollar,C;C++;Kotlin;Objective-C;Swift,Banking/Financial Services,"10,000 or more employees"
25-34,Professional degree,16,China,CNY	Chinese Yuan Renminbi,C;C#;C++;HTML/CSS;Java;JavaScript;MATLAB;Python;SQL;TypeScript,Software Development,2 to 9 employees
25-34,Bachelor’s degree,14,Chile,CLP	Chilean peso,Elixir;Go;JavaScript,Retail and Consumer Services,10 to 19 employees
35-44,Bachelor’s degree,13,USA,USD	United States dollar,Bash/Shell (all shells);Java;Python;TypeScript,Government,20 to 99 employees
18-24,Bachelor’s degree,8,India,INR	Indian rupee,Bash/Shell (all shells);HTML/CSS;JavaScript;PHP;Python;SQL;TypeScript,Fintech,2 to 9 employees
25-34,Bachelor’s degree,15,USA,USD	United States dollar,Bash/Shell (all shells);C;C++;Go;Java,Software Development,"10,000 or more employees"
35-44,Professional degree,20,Russian Federation,RUB	Russian ruble,Java;Kotlin;Rust,Retail and Consumer Services,"1,000 to 4,999 employees"
25-34,Bachelor’s degree,8,USA,USD	United States dollar,HTML/CSS;Python;R;SQL,Banking/Financial Services,"1,000 to 4,999 employees"
25-34,Master’s degree,19,Brazil,BRL	Brazilian real,HTML/CSS;Java;JavaScript;Kotlin;TypeScript,Software Development,"1,000 to 4,999 employees"
25-34,Master’s degree,8,France,EUR European Euro,C#;HTML/CSS;JavaScript;SQL,Software Development,500 to 999 employees
45-54,Bachelor’s degree,24,Switzerland,CHF	Swiss franc,Go;HTML/CSS;Java;JavaScript;PHP;Python;Rust,Software Development,500 to 999 employees
25-34,Attended college but no degree,10,USA,USD	United States dollar,Bash/Shell (all shells);HTML/CSS;JavaScript;PHP;SQL;TypeScript,Manufacturing,20 to 99 employees
35-44,Attended college but no degree,30,Canada,CAD	Canadian dollar,Bash/Shell (all shells);HTML/CSS;JavaScript;PHP;SQL,"Internet, Telecomm or Information Services",100 to 499 employees
35-44,Bachelor’s degree,10,USA,USD	United States dollar,Bash/Shell (all shells);C#;JavaScript;MicroPython;PowerShell;TypeScript,Software Development,100 to 499 employees
35-44,Bachelor’s degree,16,India,INR	Indian rupee,Go;Python,Software Development,20 to 99 employees
18-24,Bachelor’s degree,7,India,INR	Indian rupee,C;C++;HTML/CSS;JavaScript;Python;TypeScript,Software Development,100 to 499 employees
25-34,Bachelor’s degree,8,India,INR	Indian rupee,JavaScript;Python;R;SQL;TypeScript,Software Development,100 to 499 employees
35-44,Bachelor’s degree,23,Norway,NOK	Norwegian krone,C#;HTML/CSS;JavaScript;PHP;SQL;TypeScript,Insurance,100 to 499 employees
25-34,Master’s degree,5,Uzbekistan,USD	United States dollar,Go;SQL,Software Development,20 to 99 employees
18-24,Master’s degree,20,Germany,EUR European Euro,PHP,Retail and Consumer Services,500 to 999 employees
45-54,Master’s degree,21,USA,USD	United States dollar,Ruby,Insurance,100 to 499 employees
25-34,Master’s degree,14,Germany,EUR European Euro,HTML/CSS;JavaScript;Ruby;SQL,Media & Advertising Services,20 to 99 employees
25-34,Master’s degree,13,France,EUR European Euro,JavaScript;Python;Rust;TypeScript,"Internet, Telecomm or Information Services",100 to 499 employees
18-24,Bachelor’s degree,6,India,INR	Indian rupee,C;C#;C++;Groovy;HTML/CSS;Java;JavaScript;Kotlin;MATLAB;Python;TypeScript,Software Development,10 to 19 employees
25-34,Master’s degree,5,Ukraine,UAH	Ukrainian hryvnia,Go;Python;Rust,Fintech,20 to 99 employees
25-34,Bachelor’s degree,11,Germany,EUR European Euro,C;C++;HTML/CSS;JavaScript;MATLAB;PHP;PowerShell;Prolog;Python;SQL;TypeScript,Software Development,20 to 99 employees
35-44,Master’s degree,12,USA,USD	United States dollar,C++;Python,Higher Education,100 to 499 employees
25-34,Bachelor’s degree,7,Bangladesh,BDT	Bangladeshi taka,GDScript;HTML/CSS;Java;JavaScript;Python;TypeScript,Software Development,500 to 999 employees
25-34,Bachelor’s degree,14,Sweden,SEK	Swedish krona,Bash/Shell (all shells);HTML/CSS;Java;Python;SQL;TypeScript,Retail and Consumer Services,"5,000 to 9,999 employees"
25-34,Master’s degree,14,Ukraine,USD	United States dollar,C#,"Internet, Telecomm or Information Services",100 to 499 employees
45-54,Attended college but no degree,18,France,EUR European Euro,JavaScript;PHP;TypeScript,Software Development,20 to 99 employees
18-24,Master’s degree,4,Ukraine,UAH	Ukrainian hryvnia,HTML/CSS;JavaScript;SQL;TypeScript,Software Development,20 to 99 employees
25-34,Master’s degree,11,UK and Northern Ireland,GBP	Pound sterling,HTML/CSS;JavaScript;Python;TypeScript,Software Development,100 to 499 employees
55-64,Master’s degree,42,Sweden,SEK	Swedish krona,C;C#;C++,Software Development,"10,000 or more employees"
25-34,Bachelor’s degree,12,India,INR	Indian rupee,Dart;HTML/CSS;Java;JavaScript;SQL,Software Development,100 to 499 employees
18-24,Master’s degree,6,Netherlands,EUR European Euro,Bash/Shell (all shells);Haskell;HTML/CSS;Java;JavaScript;PowerShell;Python;SQL,Banking/Financial Services,"10,000 or more employees"
45-54,Master’s degree,27,Denmark,DKK	Danish krone,C#;HTML/CSS;JavaScript;PowerShell;SQL;TypeScript,Software Development,500 to 999 employees
35-44,Professional degree,8,Germany,EUR European Euro,C;C++;HTML/CSS;Java;MATLAB;PowerShell;Python;R;SQL;VBA,Software Development,"10,000 or more employees"
25-34,Bachelor’s degree,8,United Arab Emirates,AED United Arab Emirates dirham,C#;JavaScript;Python;SQL;TypeScript,Software Development,Self-employed
18-24,Attended college but no degree,6,USA,USD	United States dollar,C;C#;C++,Software Development,100 to 499 employees
55-64,Master’s degree,35,Colombia,COP	Colombian peso,Bash/Shell (all shells);HTML/CSS;JavaScript;Python;R;SQL,Higher Education,"5,000 to 9,999 employees"
25-34,Bachelor’s degree,5,Italy,EUR European Euro,Bash/Shell (all shells);C;Go;PHP;SQL,"Internet, Telecomm or Information Services",20 to 99 employees
18-24,Bachelor’s degree,6,Ukraine,UAH	Ukrainian hryvnia,C;C#;C++;Go;Groovy;HTML/CSS;Java;JavaScript;Kotlin;MATLAB;PHP;Python;R;SQL;TypeScript,Software Development,100 to 499 employees
25-34,Bachelor’s degree,10,Canada,CAD	Canadian dollar,Bash/Shell (all shells);Python;SQL,Banking/Financial Services,500 to 999 employees
18-24,Master’s degree,3,Ukraine,UAH	Ukrainian hryvnia,Java,Software Development,"10,000 or more employees"
25-34,Bachelor’s degree,6,Nepal,NPR	Nepalese rupee,Groovy;HTML/CSS;Java;JavaScript;SQL;TypeScript,Healthcare,"10,000 or more employees"
25-34,Bachelor’s degree,12,Brazil,BRL	Brazilian real,C#;Java;JavaScript;Objective-C,Insurance,500 to 999 employees
25-34,Secondary school,10,Germany,EUR European Euro,C#;HTML/CSS;JavaScript;SQL,Banking/Financial Services,100 to 499 employees
25-34,Master’s degree,12,Morocco,MAD	Moroccan dirham,Bash/Shell (all shells);C;C++;Dart;HTML/CSS;Java;JavaScript;PHP;PowerShell;Python;SQL;TypeScript,Computer Systems Design and Services,2 to 9 employees
25-34,Attended college but no degree,7,Ukraine,USD	United States dollar,Go,Software Development,2 to 9 employees
35-44,Professional degree,13,Tunisia,TND	Tunisian dinar,Bash/Shell (all shells);HTML/CSS;Java;JavaScript;PHP;Python,"Internet, Telecomm or Information Services","10,000 or more employees"
18-24,Attended college but no degree,2,USA,USD	United States dollar,HTML/CSS;Java;JavaScript;Lua;Python;SQL;TypeScript,Software Development,2 to 9 employees
35-44,Master’s degree,9,France,EUR European Euro,C;C#;C++;Fortran;HTML/CSS;Java;MATLAB;Python;SQL;VBA,Software Development,20 to 99 employees
25-34,Bachelor’s degree,11,Hungary,HUF	Hungarian forint,C#;HTML/CSS;SQL;TypeScript,Banking/Financial Services,100 to 499 employees
35-44,Bachelor’s degree,18,USA,USD	United States dollar,Bash/Shell (all shells);HTML/CSS;Java;JavaScript;TypeScript,Insurance,"10,000 or more employees"
25-34,Bachelor’s degree,17,USA,USD	United States dollar,Bash/Shell (all shells);C#;HTML/CSS;JavaScript;PowerShell;SQL;TypeScript,Manufacturing,"10,000 or more employees"
35-44,Master’s degree,15,Ukraine,UAH	Ukrainian hryvnia,JavaScript;TypeScript,Software Development,2 to 9 employees
25-34,Secondary school,10,USA,USD	United States dollar,HTML/CSS;JavaScript;SQL;TypeScript;VBA,Software Development,20 to 99 employees
25-34,Master’s degree,10,Ukraine,UAH	Ukrainian hryvnia,C;C++;Java;JavaScript;PHP;TypeScript,Software Development,100 to 499 employees
35-44,Bachelor’s degree,8,USA,USD	United States dollar,Bash/Shell (all shells);HTML/CSS;Java;JavaScript;PHP;Python;Ruby;TypeScript,Retail and Consumer Services,100 to 499 employees
55-64,Bachelor’s degree,25,USA,USD	United States dollar,C#;HTML/CSS;JavaScript;PowerShell;Python;SQL;Visual Basic (.Net),Healthcare,"10,000 or more employees"
